[2025-06-24T09:33:29.098Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1339, completion-tokens, 139, total-tokens, 1478, cost-ms, 12433, requestId, 
[2025-06-24T09:33:52.649Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1342, completion-tokens, 129, total-tokens, 1471, cost-ms, 5793, requestId, 
[2025-06-24T09:34:17.147Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 126, total-tokens, 1166, cost-ms, 5969, requestId, 
[2025-06-24T09:34:43.181Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1342, completion-tokens, 129, total-tokens, 1471, cost-ms, 9935, requestId, 
[2025-06-24T09:35:05.619Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 124, total-tokens, 1164, cost-ms, 5829, requestId, 
[2025-06-24T09:35:29.199Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1342, completion-tokens, 127, total-tokens, 1469, cost-ms, 5465, requestId, 
[2025-06-24T09:35:54.989Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1342, completion-tokens, 125, total-tokens, 1467, cost-ms, 8078, requestId, 
[2025-06-24T09:36:20.084Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1342, completion-tokens, 129, total-tokens, 1471, cost-ms, 7610, requestId, 
[2025-06-24T09:36:42.878Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1342, completion-tokens, 129, total-tokens, 1471, cost-ms, 5288, requestId, 
[2025-06-24T09:37:05.206Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 124, total-tokens, 1164, cost-ms, 5039, requestId, 
[2025-06-24T09:37:26.593Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1342, completion-tokens, 127, total-tokens, 1469, cost-ms, 5380, requestId, 
[2025-06-24T09:37:48.777Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 124, total-tokens, 1164, cost-ms, 5607, requestId, 
[2025-06-24T09:38:11.244Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 124, total-tokens, 1164, cost-ms, 5307, requestId, 
[2025-06-24T09:38:32.389Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 126, total-tokens, 1166, cost-ms, 5184, requestId, 
[2025-06-24T09:38:55.140Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1342, completion-tokens, 129, total-tokens, 1471, cost-ms, 6743, requestId, 
[2025-06-24T09:39:16.639Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 124, total-tokens, 1164, cost-ms, 5532, requestId, 
[2025-06-24T09:39:37.873Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1039, completion-tokens, 105, total-tokens, 1144, cost-ms, 5321, requestId, 
[2025-06-24T09:39:56.878Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 109, total-tokens, 1149, cost-ms, 4858, requestId, 
[2025-06-24T09:40:16.363Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1341, completion-tokens, 106, total-tokens, 1447, cost-ms, 7044, requestId, 
[2025-06-24T09:40:35.801Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1343, completion-tokens, 90, total-tokens, 1433, cost-ms, 6943, requestId, 
[2025-06-24T09:40:51.476Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1039, completion-tokens, 105, total-tokens, 1144, cost-ms, 3821, requestId, 
[2025-06-24T09:41:11.841Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 107, total-tokens, 1147, cost-ms, 5191, requestId, 
[2025-06-24T09:41:33.068Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1339, completion-tokens, 136, total-tokens, 1475, cost-ms, 5711, requestId, 
[2025-06-24T09:41:56.257Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 124, total-tokens, 1164, cost-ms, 5418, requestId, 
[2025-06-24T09:42:20.415Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1342, completion-tokens, 129, total-tokens, 1471, cost-ms, 6807, requestId, 
[2025-06-24T09:42:41.980Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 124, total-tokens, 1164, cost-ms, 5236, requestId, 
[2025-06-24T09:43:08.272Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1342, completion-tokens, 129, total-tokens, 1471, cost-ms, 9344, requestId, 
[2025-06-24T09:43:31.760Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 124, total-tokens, 1164, cost-ms, 5022, requestId, 
[2025-06-24T09:43:54.368Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 124, total-tokens, 1164, cost-ms, 5199, requestId, 
[2025-06-24T09:44:17.214Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 124, total-tokens, 1164, cost-ms, 5770, requestId, 
[2025-06-24T09:44:39.983Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 124, total-tokens, 1164, cost-ms, 4712, requestId, 
[2025-06-24T09:45:09.304Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 124, total-tokens, 1164, cost-ms, 12166, requestId, 
[2025-06-24T09:45:31.273Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1342, completion-tokens, 130, total-tokens, 1472, cost-ms, 5756, requestId, 
[2025-06-24T09:45:56.094Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 124, total-tokens, 1164, cost-ms, 8055, requestId, 
[2025-06-24T09:46:22.467Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1342, completion-tokens, 129, total-tokens, 1471, cost-ms, 8957, requestId, 
[2025-06-24T09:46:44.660Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 124, total-tokens, 1164, cost-ms, 5868, requestId, 
[2025-06-24T09:47:05.054Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 124, total-tokens, 1164, cost-ms, 4651, requestId, 
[2025-06-24T09:47:27.965Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1342, completion-tokens, 130, total-tokens, 1472, cost-ms, 6791, requestId, 
[2025-06-24T09:47:49.607Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1039, completion-tokens, 105, total-tokens, 1144, cost-ms, 5225, requestId, 
[2025-06-24T09:48:11.930Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1040, completion-tokens, 107, total-tokens, 1147, cost-ms, 8337, requestId, 
[2025-06-24T09:48:31.336Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1341, completion-tokens, 104, total-tokens, 1445, cost-ms, 6666, requestId, 
[2025-06-24T09:48:50.082Z] model, qwen/qwen2.5-vl-72b-instruct, mode, qwen-vl, ui-tars-version, false, prompt-tokens, 1041, completion-tokens, 87, total-tokens, 1128, cost-ms, 6217, requestId, 
